index,recommend,content,timestamp,datetime
[b] [u] 밸브는 리뷰 쓰는 기준 16년 동안이나 하프라이프 3를 내지 않고 있다 [/u] [/b]",1691512989,2023-08-08 16:43:09
47,True,"에피1보다 재밌다. 
스트라이더랑 맞짱을 뜨는 전투부분은 익숙하지 않으면 화가 나지만, 시리즈 전체로 봤을 때 이만큼 시원시원하고 재밌는 부분이 없다.

아쉬운 부분은 1에서부터 계속 이어지던 한글 더빙이 없다는 것.",1691260898,2023-08-05 18:41:38
48,True,"사람에 따라 멀미하는 사람도 있다던데 난 3D 멀미 안 함. 
근데 클리어하고 나니 속이 울렁 거리고 몸에 힘이 없어지는 것 같았지만 암튼 멀미는 아님.

원래 퍼즐 요소 안 좋아했었는데 하프라이프를 플레이하고 마음이 바뀐 듯.
부당하거나 허무하게 막히는 구간 없이 플레이 할 수 있어서 좋음. 

원래 진짜 이해 안가는 걸로 막히면 그것만큼 답답한 게 없는데.... 나중에 알고보면 별 거 아닌 경우가 대다수인지라. 

하프라이프 1, 2를 플레이하고 난 뒤에 하는 거라 길찾기 실력이 올라간 것도 있지만 그만큼 이 게임의 퍼즐 요소가 직관적이고 논리적으로 되어 있음.  

스토리에 관한 건 빼놓을 수 없지만.... 사실 스토리가 차지하는 비중은 크지 않다고 봄.",1691255153,2023-08-05 17:05:53
49,True,역시 밸브 bb,1690554049,2023-07-28 14:20:49
50,True,"b

점수 92/100",1689837328,2023-07-20 07:15:28
51,True,하프라이프 2: 에피소드 2,1688288114,2023-07-02 08:55:14
52,True,yes,1687794912,2023-06-26 15:55:12
53,True,한번 해보면 다른 fps는 거들떠고 못본다,1686329374,2023-06-09 16:49:34
54,True,한국어 더빙 없음,1685934822,2023-06-05 03:13:42
55,True,뒷내용 궁금 아숩,1684845907,2023-05-23 12:45:07
56,True,할만함,1683225186,2023-05-04 18:33:06
57,True,뭐냐? ㅋㅋㅋ,1680756914,2023-04-06 04:55:14
58,True,"한글화는 역시 잘 되어 있지만, 한글 더빙이 안되어 있는 점은 아쉽네요
그리고 엔딩을 보니 왜 다들 3편을 기다리시는지 알 것 같아요
이렇게 찝찝한 엔딩이라니..",1680368276,2023-04-01 16:57:56
59,True,"It is a game about the next story of Half-Life 2: Episode One which is what happens when going to the white forest. Play time is proper. Some parts are hard for me but it is great to play. I can see that it is also well-made.

에피소드 1과 이어지는 내용으로 화이트 포레스트로 가다가 일어나는 일에 대한 내용입니다. 플레이 타임은 적당하고 저한테는 몇몇 부분이 어려웠지만 좋았어요. 이번에도 잘만들었다는 것을 느낄 수 있었어요.",1680322786,2023-04-01 04:19:46
60,True,하프라이프 3 빨리 나와라,1679815675,2023-03-26 07:27:55
61,True,벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해벨브형일해(게임 재밌으니까 벨브형일해),1679741720,2023-03-25 10:55:20
62,True,굿,1678429662,2023-03-10 06:27:42
63,True,"2007년에 어떻게 이런게임이 나왔나 싶은 게임. 2017년에 나왔어도 평가 좋았을것 같다.
분명 dlc인데 본편급 분량에 재미도 알뜰하게 챙겼다.
본편이랑 에피소드 1 과 같이 사서 쭉 밀어보자",1677607402,2023-02-28 18:03:22
64,True,그래서 밸브는 왜 3편을 내주지 않을까...,1676186656,2023-02-12 07:24:16
65,True,하프라이프3 = 고든프리맨 + 포탈건,1675531315,2023-02-04 17:21:55
66,True,"여기까지 온 순간 이미 늦었음
그냥 플레이하고 3을 기다리며 괴로운 삶을 살면 됨",1673607662,2023-01-13 11:01:02
67,True,애벌레 그만 나와,1672678513,2023-01-02 16:55:13
68,True,"야 하프라이프2 방금 깼어 근데
이러고서 3편이 안나오고 있는거였어?
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
빨리 내노라",1672405850,2022-12-30 13:10:50
69,True,hobby,1671881623,2022-12-24 11:33:43
70,True,하프라이프2에서 스토리 조금 진행된 정도입니다. 222,1671079702,2022-12-15 04:48:22
71,True,★★★★★,1671010648,2022-12-14 09:37:28
72,True,아니 엔딩을 이따구로 끝내면 우짜요!!,1670569200,2022-12-09 07:00:00
73,True,"헌터라고 불렀나? 그 퍼런 세 발달린 놈들. 걔네가 진짜 개같은것만 빼면 정말 재밌음. 진짜 이게 왜 명작인지 알게 해주는 게임. 꼭 핲라2, 에피1, 에피2 3개 다 사서 쭉 정주행 해보길 바람. 플탐도 엄청 길진 않으니 해볼만하다고 본다.",1670282979,2022-12-05 23:29:39
74,True,3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와3언제나와,1668859271,2022-11-19 12:01:11
75,True,good,1668499267,2022-11-15 08:01:07
76,True,게임하는 내내 이래서 명작이라고 하는구나~를 반복했습니다.,1667068251,2022-10-29 18:30:51
77,True,"그러니까 2007년에 엔딩 이렇게 낸 이후로 13년 동안 후속작을 안냈다 이말이지? 밸브 대갈뱅뱅임? 핲라1이 1998년 출시, 핲라2와 에피1 에피2가 각각 2004년, 2006년, 2007년에 나왔으니 핲라3는 3000년대에 낼 생각한거임?
[h1] 다 필요없고 알릭스 이후 핲라3 가능성 나왔으니까 3 내놔 이 샊이들아!!!!!! [/h1]",1665074770,2022-10-06 16:46:10
78,True,명불허전,1664861654,2022-10-04 05:34:14
79,True,"3 언제 나오냐...
알릭스 아부지...",1663308757,2022-09-16 06:12:37
80,True,ㅎㅎㅎㅎㅎ....... 뻐킹 도전과제,1662709628,2022-09-09 07:47:08
81,False,애벌레 씨1벌창 징그러워뒤지겠네,1662018719,2022-09-01 07:51:59
82,True,원래 삐~~~~~~~~ 가 공격당해 죽는 엔딩이였지만 삐~~~~~~~가 고든대신 고용되는 엔딩이 되었다고하니 응? 잠깐? 하프라이프3 확정인가?,1660401895,2022-08-13 14:44:55
83,True,갓띵작,1660367203,2022-08-13 05:06:43
84,True,굿굿,1659886288,2022-08-07 15:31:28
85,True,재밌고 흥미진진합니다.,1659323217,2022-08-01 03:06:57
86,True,엔딩이 너무 허무함,1658816531,2022-07-26 06:22:11
87,True,이러고 3편을 안 내니 욕을 먹지,1657975370,2022-07-16 12:42:50
88,True,"벨브가 홍진호를 참 좋아하는듯
벨브가 홍진호를 참 좋아하는듯 
둘다 3을 참 싫어해
둘다 3을 참 싫어해",1657640288,2022-07-12 15:38:08
89,True,"This is how single play DLC should be like. But Valve, where's the ending...?",1657487322,2022-07-10 21:08:42
90,True,결말 대체 ㄷㄷ 이렇게 끝난다고요?,1656943583,2022-07-04 14:06:23
91,True,하프라이프 3 기대가 됩니다,1656821517,2022-07-03 04:11:57
92,True,3언제 나옴?,1656813000,2022-07-03 01:50:00
93,True,씨발 털보새끼야 그래서 3편 언제 나오는데,1656613962,2022-06-30 18:32:42
94,True,3편이 안나옴,1654425167,2022-06-05 10:32:47
95,True,다음 작품 출시 좀,1652600793,2022-05-15 07:46:33
96,True,하프라이프3 내놓으라고 에피소드3 내 놓으라고 내 고든 내놓으라고 보리알리스 찾으러 가자고 제발,1650357735,2022-04-19 08:42:15
97,True,뒤늦게나마 재미나게 플레이했는데 왜 게이머들이 2+1편을 만들라고 하는지 납득이 가는군요 ㅋㅋ,1650179392,2022-04-17 07:09:52
98,False,"진짜 하면서 욕 안나오는 새끼가 사람새끼가 아닌 것 같음. 아니 전작에서 그렇게 끼임버그, 조작감, 에임 판정등 불편한 애로 사항이 많았는데 1도 안 고쳐놨네. 진짜 마지막 미션에서 매그너슨 장치 스트라이더 대가리에 꽂아야 하는데 판정 병신같아서 분명히 꽂았는데 부착 안되는 것보고 진짜 제작자 새끼들 모조리 헤드크랩한테 파먹혔으면 좋겠다는 생각 들었음. . 에피소드1처럼 적절한 도전 과제 갯수로  해놓지. 마지막이라고 꼭 발악하는 것처럼 난이도는 개같은데 업적수는 개같이 많고.. 확실히 재미면에서는 하프2가 젤 나았고, 에피소드가 갈수록 무슨 RPG게임 마냥 피통많은 놈들 죽이게 하는 전투 미션만 주구장창 있어서 그걸로 난이도를 맞추는 꼬라지가 되게 역겨웠음... 에피소드2는 개인적으로 별로임..",1649350194,2022-04-07 16:49:54
99,True,재밌고 좋음. 근데 후반으로 갈수록 어려움,1648981959,2022-04-03 10:32:39
100,True,,1647002112,2022-03-11 12:35:12
